"CodEnvio","Fecha","CodCliente","CodEmpleado","CodVehiculo","DireccionOrigen","CPostalOrigen","DireccionDestino","CPostalDestino","Distancia","Importe"
550,"8/12/14 0:00:00","0081",2,"Z-2675-BF","CL / CAMINO MIRALBUENO 172                                  ","50011","CL / CARLOS MARX 2-4                                                        ","50015",5,5.2600
551,"8/12/14 0:00:00","0058",2,"Z-2675-BF","CL / VIA IBERICA 69-77 69-77                                ","50012","CL / SANTA ANA - EDIF. EBROSA 4                                             ","50004",2,5.0200
552,"8/12/14 0:00:00","0078",2,"Z-2675-BF","CL / ARGUALAS  40                                                           ","50013","CL / PEDRO II EL CATOLICO 2                                 ","50002",3,5.2700
553,"8/12/14 0:00:00","0060",3,"Z-2676-BF","CL / SANCHO ARROYO 12                                                       ","50002","CL / ARGUALAS 2                                             ","50012",6,5.1900
554,"8/12/14 0:00:00","0065",3,"Z-2676-BF","CL / MARIA ECHARRI 10                                                       ","50015","CL / SANTA OROSIA 30                                                        ","50010",10,5.2900
555,"8/12/14 0:00:00","0021",3,"Z-2676-BF","CL / NAVAS DE TOLOSA 20                                                     ","50010","CL / LEOPOLDO ROMEO 27 6º D                                                 ","50002",3,5.1600
556,"8/12/14 0:00:00","0011",3,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / SAN MARTIN DE CILLAS  13-15                                            ","50013",7,5.4200
557,"8/12/14 0:00:00","0088",3,"Z-2676-BF","CL / SANTIAGO DULONG 8                                      ","50003","CL / CACERES  10                                                            ","50008",2,5.1300
558,"8/12/14 0:00:00","0008",4,"Z-4678-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / ESCOSURA 44                                                            ","50005",8,72.6200
559,"8/12/14 0:00:00","0035",5,"Z-8113-BK","CL / MONASTERIO DE LA OLIVA,  14                            ","50002","CL / ESCULTOR PALAO,  6                                                     ","50010",9,39.0500
560,"8/12/14 0:00:00","0069",5,"Z-8113-BK","CL / PEDRO CEBRUNA 39-41                                                    ","50009","CL / ARGUALAS  12                                           ","50012",8,92.7400
561,"8/12/14 0:00:00","0068",6,"Z-8114-BK","CL / PASEO DE LA MINA 9                                                     ","50001","CL / ARGUALAS  10-12                                        ","50012",10,92.4600
562,"9/12/14 0:00:00","0007",6,"3851-CBT","CL / MIGUEL SERVET 93-95                                    ","50002","CL / CESARIO ALIERTA 86                                                     ","50008",3,113.3700
563,"9/12/14 0:00:00","0040",7,"8745-CBF","CL / SIERRA VICOR  21                                                       ","50003","CM / DE LOS MOLINOS  94                                                     ","50015",5,149.8800
564,"9/12/14 0:00:00","0054",8,"Z-2345-BJ","CL / ARGUALAS 18                                                            ","50012","CL / MARIA MOLINER 71                                                       ","50007",10,61.2100
565,"9/12/14 0:00:00","0027",8,"Z-2345-BJ","CL / AVD. MADRID 283                                                        ","50010","CL / TOMAS HIGUERA,  8                                                      ","50013",5,63.5100
566,"9/12/14 0:00:00","0058",9,"Z-2675-BF","CL / BURGOS 24                                                              ","50005","CL / ARZOBISPO DOMENECH,  5                                                 ","50005",10,5.1500
567,"9/12/14 0:00:00","0017",9,"Z-2675-BF","CL / MIGUEL DE UNAMUNO 15 LOCA                                              ","50015","CL / MAESTRO MINGOTE 20-22                                  ","50002",3,5.0500
568,"9/12/14 0:00:00","0003",9,"Z-2675-BF","CL / JUAN CARLOS I,  22                                                     ","50009","CL / MIGUEL SERVET 177                                      ","50002",6,5.5200
569,"9/12/14 0:00:00","0067",9,"Z-2675-BF","CL / AGUSTIN DE QUINTO 4                                                    ","50006","CL / POLIGONO NIDO, P COGULLADA 17                                          ","50014",2,5.1100
570,"9/12/14 0:00:00","0068",9,"Z-2675-BF","CL / PLAZA SAN FRANCISCO 3                                                  ","50006","AV / SAN GREGORIO 30                                                        ","50015",10,5.3700
571,"9/12/14 0:00:00","0031",1,"Z-2676-BF","CL / ADOLFO AZNAR 26                                                        ","50015","CL / ARIAS 12-14                                                            ","50010",4,5.3700
572,"9/12/14 0:00:00","0031",1,"Z-2676-BF","CL / MONREAL,  27                                                           ","50002","CL / MONASTERIO DE OBARRA,  2-4 BAJO                        ","50002",3,5.1400
573,"9/12/14 0:00:00","0042",1,"Z-2676-BF","CL / EUGENIA HUESO 17                                       ","50002","CL / MENDEZ NUÑEZ,  15                                                      ","50002",10,5.4100
574,"9/12/14 0:00:00","0071",1,"Z-2676-BF","CL / SAN RAFAEL  44                                                         ","50010","AV / CESAREO ALIERTA 120                                                    ","50008",8,5.1300
575,"9/12/14 0:00:00","0018",1,"Z-2676-BF","CL / JUAN DE LA CIERVA 33                                                   ","50014","CL / LEOPOLDO ROMEO 10                                      ","50002",10,5.7700
576,"9/12/14 0:00:00","0066",2,"Z-4678-BF","CL / PLAZA SAN FRANCISCO 3                                                  ","50006","CL / PROCION 16                                             ","50012",10,64.7600
577,"9/12/14 0:00:00","0006",2,"Z-4678-BF","CL / ARGUALAS  10-12                                                        ","50012","CL / VICENTE BERDUSAN  18  4 A                                              ","50010",4,53.2900
578,"9/12/14 0:00:00","0032",3,"Z-8113-BK","CL / BOGGIERO 190                                                           ","50003","CL / CASTILLA 20                                                            ","50009",1,16.1700
579,"9/12/14 0:00:00","0055",4,"Z-8114-BK","CL / MIGUEL SERVET, 177                                                     ","50013","CL / CARLOS MARX 2-4                                                        ","50015",5,21.8700
580,"9/12/14 0:00:00","0032",4,"Z-8114-BK","CL / MONTE PERDIDO 24                                                       ","50015","CL / RIO  12                                                ","50002",5,53.9000
581,"10/12/14 0:00:00","0028",2,"3851-CBT","CL / CAMINO MIRALBUENO 172                                                  ","50011","CL / JUAN CARLOS I 59 LOCA                                                  ","50009",5,177.1700
582,"10/12/14 0:00:00","0009",3,"8745-CBF","CL / LUIS DEL VALLE  5-7                                                    ","50005","CL / MARCOS ZAPATA 15                                                       ","50010",6,171.1100
583,"10/12/14 0:00:00","0067",4,"Z-2345-BJ","CL / MIGUEL SERVET 177                                      ","50002","CL / UNCETA 62                                                              ","50010",7,87.0700
584,"10/12/14 0:00:00","0068",4,"Z-2345-BJ","CL / ARGUALAS  10-12                                                        ","50012","CL / ARGUALAS  10-12                                        ","50012",7,192.1800
585,"10/12/14 0:00:00","0014",5,"Z-2675-BF","CL / JAIME FERRAN, P-COGULLADA 11                                           ","50014","AV / CESAREO ALIERTA 120                                                    ","50008",1,5.0900
586,"10/12/14 0:00:00","0008",5,"Z-2675-BF","CL / AVENIDA MADRID 5                                                       ","50004","CL / MIGUEL SERVET 177                                      ","50002",5,5.2200
587,"10/12/14 0:00:00","0090",5,"Z-2675-BF","CL / PREDICADORES 83                                        ","50003","CL / AVENIDA NAVARRA 63                                                     ","50010",9,5.4300
588,"10/12/14 0:00:00","0037",5,"Z-2675-BF","CL / ISLA MALLORCA 20                                                       ","50014","CL / CAPITAN PUERTOLAS,  1-5                                ","50002",8,6.3300
589,"10/12/14 0:00:00","0083",6,"Z-2676-BF","CL / BURGOS 24                                                              ","50005","CL / VALLE ZURIZA, 15                                                       ","50015",9,5.3100
590,"10/12/14 0:00:00","0038",6,"Z-2676-BF","CL / SAN CLEMENTE 10                                                        ","50001","CL / LEOPOLDO ROMERO  8                                     ","50002",5,5.0400
591,"10/12/14 0:00:00","0061",6,"Z-2676-BF","CL / GARCIA ARISTA  11-13                                                   ","50015","CL / SANTA TERESITA  13-15                                                  ","50010",6,5.3300
592,"10/12/14 0:00:00","0066",6,"Z-2676-BF","CL / FRAY JULIAN GARCES 8-12                                                ","50007","CL / PRINCESA 2                                                             ","50005",2,5.0200
593,"10/12/14 0:00:00","0052",6,"Z-2676-BF","CL / CONTAMINA, 18                                                          ","50003","CL / ARZOBISPO APAOLAZA 33-35                                               ","50009",2,5.0100
594,"10/12/14 0:00:00","0090",6,"Z-2676-BF","AV / DE MADRID 94                                                           ","50010","CL / PREDICADORES 83                                        ","50003",6,5.2000
595,"10/12/14 0:00:00","0040",6,"Z-2676-BF","CL / BATALLA DE LEPANTO, 7                                  ","50002","CL / BALTASAR GARCIAN  1 4ª D                                               ","50005",1,5.0600
596,"10/12/14 0:00:00","0014",7,"Z-4678-BF","CL / GALAN BERGUA,  6  6 C                                                  ","50010","CL / DOCTOR IRANZO 84                                       ","50002",9,58.6300
597,"10/12/14 0:00:00","0061",7,"Z-4678-BF","CL / BLANCA DE NAVARRA,  46-48                                              ","50010","CL / MAESTRE RACIONAL 20                                    ","50012",3,42.9200
598,"10/12/14 0:00:00","0060",8,"Z-8113-BK","CL / ARGUALAS 2                                             ","50012","V  / HISPANIDAD 71                                                          ","50009",1,12.5800
599,"10/12/14 0:00:00","0018",8,"Z-8113-BK","CL / FITA 22                                                                ","50005","CL / LEOPOLDO ROMEO 10                                      ","50002",4,37.6700
600,"10/12/14 0:00:00","0056",9,"Z-8114-BK","CL / JUAN PABLO BONET 6                                     ","50002","CL / HERMANOS CAMBRA 10                                                     ","50005",5,66.2400
601,"11/12/14 0:00:00","0051",4,"3851-CBT","CL / JUAN DE ARAGON 13                                                      ","50009","PZA/ DE LAS TENERIAS  6                                     ","50002",5,234.0900
602,"11/12/14 0:00:00","0018",5,"8745-CBF","CL / LEOPOLDO ROMEO 10                                      ","50002","CL / MONASTERIO DE OBARRA,  2-4 BAJO                                        ","50002",3,32.8600
603,"11/12/14 0:00:00","0042",5,"8745-CBF","CL / EUGENIA HUESO 17                                       ","50002","CL / PORTUGAL 16                                                            ","50010",3,77.8400
604,"11/12/14 0:00:00","0005",6,"Z-2345-BJ","CL / CASPE 10                                                               ","50010","CL / SAN JUAN DE LA PEÑA 264                                                ","50015",2,40.7800
605,"11/12/14 0:00:00","0046",7,"Z-2675-BF","CL / MARTIN CORTES 18                                                       ","50005","CL / MONASTERIO DE ALAHON  1-3                              ","50002",3,5.2500
606,"11/12/14 0:00:00","0072",7,"Z-2675-BF","CL / CESAR AUGUSTO 5                                                        ","50004","CL / VIA UNIVERSITAS 2                                                      ","50009",5,5.5000
607,"11/12/14 0:00:00","0033",7,"Z-2675-BF","CL / PADRE POLANCO 21 LOC.                                                  ","50008","CL / HERMANOS CAMBRA 10                                                     ","50005",1,5.1300
608,"11/12/14 0:00:00","0031",8,"Z-2676-BF","CL / TENIENTE CATALAN 14                                                    ","50005","AV /  SAN JOSE,  53                                                         ","50008",6,5.3700
609,"11/12/14 0:00:00","0077",8,"Z-2676-BF","CL / MIGUEL ARTIGAS 11                                      ","50011","CL / CAMINO LOS MOLINOS 18                                                  ","50015",10,5.2400
610,"11/12/14 0:00:00","0032",8,"Z-2676-BF","CL / DOCTOR HORNO, 26                                                       ","50015","PA / CALANDA 74 LOCAL                                                       ","50010",8,5.2900
611,"11/12/14 0:00:00","0040",8,"Z-2676-BF","CL / SALINA 2                                                               ","50003","CL / BATALLA DE LEPANTO, 7                                  ","50002",3,5.2800
612,"11/12/14 0:00:00","0046",9,"Z-4678-BF","CL / COIMBRA  6                                                             ","50008","CL / VIA IBERICA 69-77 69-77                                                ","50012",4,65.5000
613,"11/12/14 0:00:00","0080",1,"Z-8113-BK","CL / CENTRO  13                                                             ","50009","CL / MARCOS ZAPATA 15                                                       ","50010",4,20.1800
614,"11/12/14 0:00:00","0046",1,"Z-8113-BK","AV / CESAR AUGUSTO, 20                                                      ","50003","CL / MONASTERIO DE ALAHON  1-3                              ","50002",7,105.2900
615,"11/12/14 0:00:00","0084",2,"Z-8114-BK","CL / PROGRESO ESPAÑOL  25-27 3 5 D                          ","50011","CL / ARZOBISPO DOMENECH 5                                                   ","50006",2,22.7200
616,"12/12/14 0:00:00","0014",5,"3851-CBT","CL / MOLINO DE LAS ARMAS 42                                                 ","50014","CL / CONDE ARANDA  18                                                       ","50003",4,45.2900
617,"12/12/14 0:00:00","0070",5,"3851-CBT","CL / CONDE ARANDA 78                                                        ","50003","AV / GOMEZ LAGUNA 151-155                                   ","50012",7,164.5500
618,"12/12/14 0:00:00","0027",6,"8745-CBF","CL / NTRA SEÑORA DE VALVANERA  2                            ","50002","CL / JESUS Y MARIA 29                                                       ","50015",3,166.2100
619,"12/12/14 0:00:00","0023",7,"Z-2345-BJ","PA / INDEPENDENCIA  24-26 5                                                 ","50004","AV / DE MONTAÑANA 930                                       ","50080",6,72.5600
620,"12/12/14 0:00:00","0014",7,"Z-2345-BJ","CL / MARIA MOLINER     50                                                   ","50007","CL / DOCTOR IRANZO 84                                       ","50002",9,113.4400
621,"12/12/14 0:00:00","0041",8,"Z-2675-BF","CL / DUQUESA VILLAHERMOSA    4                                              ","50010","CL / BORJA,  16                                                             ","50010",8,5.6800
622,"12/12/14 0:00:00","0089",8,"Z-2675-BF","CL / FUEROS DE ARAGON,  18                                                  ","50005","CL / RODRIGO REBOLLEDO 36 DPDO                              ","50002",2,5.0400
623,"12/12/14 0:00:00","0036",8,"Z-2675-BF","CL / MONREAL,  27                                           ","50002","CL / MENENDEZ  PELAYO  4                                                    ","50009",5,5.3000
624,"12/12/14 0:00:00","0090",8,"Z-2675-BF","CL / SANTIAGO DULONG 8                                                      ","50003","CL / VIA HISPANIDAD 61 6 1C                                                 ","50012",5,5.3400
625,"12/12/14 0:00:00","0086",9,"Z-2676-BF","CL / SALINA 2                                                               ","50003","PZA/ DEL PILAR 11                                                           ","50003",4,5.2100
626,"12/12/14 0:00:00","0043",9,"Z-2676-BF","PA / CONSTITUCION 16 9º C                                                   ","50008","CL / CONDE ARANDA  18                                                       ","50003",5,5.2500
627,"12/12/14 0:00:00","0002",9,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / MIGUEL SERVET 74                                                       ","50013",6,5.2200
628,"12/12/14 0:00:00","0089",9,"Z-2676-BF","CL / MIGUEL SERVET, 177                                                     ","50013","CL / SEVILLA 12                                                             ","50006",6,5.6700
629,"12/12/14 0:00:00","0090",1,"Z-4678-BF","CL / ROSAS 13                                                               ","50009","CL / OVIEDO, PASAJE 179                                                     ","50007",6,60.6900
630,"12/12/14 0:00:00","0024",2,"Z-8113-BK","CL / COMUNEROS DE CASTILLA 1                                ","50002","CL / SAN ROQUE  25 BAJO                                                     ","50010",2,28.2000
631,"12/12/14 0:00:00","0008",3,"Z-8114-BK","CL / MIGUEL SERVET 177                                      ","50002","CL / CARMEN 16                                                              ","50002",8,27.7400
632,"12/12/14 0:00:00","0022",3,"Z-8114-BK","CL / MIGUEL SERVET 177                                                      ","50002","CL / MIGUEL SERET 177                                                       ","50002",6,97.4600
633,"13/12/14 0:00:00","0032",1,"3851-CBT","AV /  MADRID, 191-19                                                        ","50010","CL / AVDA MADRID 269                                                        ","50010",7,83.6800
634,"13/12/14 0:00:00","0046",1,"3851-CBT","CL / ECUADOR 5  2                                                           ","50014","CL / MONASTERIO DE ALAHON  1-3                              ","50002",7,159.5800
635,"13/12/14 0:00:00","0049",2,"8745-CBF","CL / CAMINO VALIMAÑA 232                                                    ","50014","PZA/ SAN MIGUEL 12                                          ","50002",1,38.8900
636,"13/12/14 0:00:00","0049",3,"Z-2345-BJ","CL / CAMINO CABALDOS 1                                                      ","50013","PZA/ SAN MIGUEL 12                                          ","50002",4,74.4000
637,"13/12/14 0:00:00","0019",4,"Z-2675-BF","CL / MARIA ZAMBRANO 10                                                      ","50015","CL / MIGUEL SERVET 177                                      ","50002",4,5.3900
638,"13/12/14 0:00:00","0046",4,"Z-2675-BF","CL / MONASTERIO DE ALAHON  1-3                              ","50002","CL / AVENIDA NAVARRA 63                                                     ","50010",5,5.0800
639,"13/12/14 0:00:00","0044",4,"Z-2675-BF","CL / LEOPOLDO ROMEO 27 6º D                                 ","50002","CL / VALLE ZURIZA, 15                                                       ","50015",4,5.2800
640,"13/12/14 0:00:00","0012",4,"Z-2675-BF","CL / JUAN IBARBONRU 4-6                                                     ","50013","CL / SAN VICENTE MARTIR 24                                  ","50080",4,5.2800
641,"14/12/14 0:00:00","0041",2,"3851-CBT","CL / DOMINGO RAM 47 LOC.  IZDA                                              ","50010","CL / COMPROMISO DE CASPE, 83                                ","50002",2,92.3800
642,"14/12/14 0:00:00","0007",3,"8745-CBF","CL / MARIA DE LUNA  3                                                       ","50015","CL / PARDO SASTRON 7 3                                                      ","50001",3,142.6300
643,"14/12/14 0:00:00","0068",4,"Z-2345-BJ","CL / BOLIVIA,  11 1                                                         ","50010","V  / IBERICA 107                                                            ","50009",4,120.6700
644,"14/12/14 0:00:00","0068",5,"Z-2675-BF","CL / BLANCA DE NAVARRA,  46-48                                              ","50010","CL / FRAY JUAN REGLA  37                                                    ","50010",6,5.5400
645,"14/12/14 0:00:00","0052",5,"Z-2675-BF","CL / BATALLA DE BAILE 5                                                     ","50003","CL / AMISTAD 017                                            ","50002",1,5.0500
646,"14/12/14 0:00:00","0014",5,"Z-2675-BF","CL / DOCTOR IRANZO 84                                       ","50002","PZA/ MARIANO ARREGUI 8 1                                                    ","50005",3,5.1700
647,"14/12/14 0:00:00","0039",5,"Z-2675-BF","CL / MONASTERIO DE LA OLIVA,  14                                            ","50002","CL / COSO  7                                                ","50002",5,5.3200
648,"15/12/14 0:00:00","0053",1,"3851-CBT","CL / FLORIAN REY 13                                         ","50002","PA / DE LA RIBERA 2-4                                                       ","50015",6,152.5000
649,"15/12/14 0:00:00","0010",1,"3851-CBT","CL / FUEROS DE ARAGON  16                                                   ","50005","CL / MONASTERIO DE SIRESA 13  6º C                          ","50002",6,208.6400
650,"15/12/14 0:00:00","0061",2,"8745-CBF","CL / MAESTRE RACIONAL 20                                    ","50012","CL / BALBINO ORENSANZ 13 2 A                                                ","50014",3,131.4100
651,"15/12/14 0:00:00","0012",3,"Z-2345-BJ","CL / SAN VICENTE MARTIR 24                                  ","50080","CL / PAMPLONA ESCUDERO, 30-32                                               ","50005",2,51.2900
652,"15/12/14 0:00:00","0075",4,"Z-2675-BF","AV / DUQUESA VILLAHERMOSA  139 LOCAL                                        ","50009","CL / MONASTERIO DE PIEDRA 1                                 ","50011",1,5.0400
653,"15/12/14 0:00:00","0074",4,"Z-2675-BF","CL / FRANCISCO QUEVEDO  1                                                   ","50013","CL / FRAY LUIS DE LEON 9 DPO                                ","50011",8,5.3300
654,"15/12/14 0:00:00","0074",4,"Z-2675-BF","CL / BARCELONA 7                                                            ","50010","CL / FRAY LUIS DE LEON 9 DPO                                ","50011",10,5.0800
655,"15/12/14 0:00:00","0025",4,"Z-2675-BF","CL / FRAY LUIS URBANO 55                                    ","50002","CL / FRAY LUIS URBANO 27                                                    ","50002",3,5.3500
656,"15/12/14 0:00:00","0089",5,"Z-2676-BF","CL / VALLE DE ZURIZA 15                                                     ","50015","CL / TOMAS BRETON 18                                                        ","50005",4,5.3400
657,"15/12/14 0:00:00","0081",5,"Z-2676-BF","CL / CAMINO MIRALBUENO 172                                  ","50011","CL / MARIA MOLINER  25                                                      ","50007",2,5.1400
658,"15/12/14 0:00:00","0062",5,"Z-2676-BF","CL / ARGUALAS 18                                            ","50012","CL / RAMON Y CAJAL 24                                                       ","50004",5,5.2200
659,"15/12/14 0:00:00","0058",5,"Z-2676-BF","CL / BRETON  1                                                              ","50005","CL / NAVAS DE TOLOSA 30                                                     ","50010",10,5.1700
660,"15/12/14 0:00:00","0024",6,"Z-4678-BF","CL / COMUNEROS DE CASTILLA 1                                ","50002","CL / CAMINO LOS MOLINOS 18                                                  ","50015",5,48.8700
661,"15/12/14 0:00:00","0030",7,"Z-8113-BK","CL / COSO, OFICINA PRINCIPAL 67                                             ","50001","CL / LEOPOLDO ROMEO,  18                                    ","50002",7,29.8000
662,"15/12/14 0:00:00","0030",7,"Z-8113-BK","CL / LEOPOLDO ROMEO,  18                                    ","50002","CL / ANDRES VICENTE,  34                                                    ","50010",10,108.2800
663,"15/12/14 0:00:00","0050",8,"Z-8114-BK","CL / MONASTERIO DE SAMOS 23                                                 ","50013","CL / MARIANO BARBASAN 10 BAJO                               ","50002",8,31.1200
664,"15/12/14 0:00:00","0058",8,"Z-8114-BK","PZA/ LA SEO 6 3                                                             ","50001","CL / VIA IBERICA 69-77 69-77                                ","50012",9,88.3400
665,"16/12/14 0:00:00","0084",4,"3851-CBT","CL / DON TEOBALDO 6-8                                                       ","50001","CL / JOSE MANUEL BLECUA 26                                                  ","50011",3,143.6400
666,"16/12/14 0:00:00","0053",5,"8745-CBF","CL / FLORIAN REY 13                                         ","50002","CL / SAN JUAN DE LA CRUZ 22                                                 ","50006",3,103.9400
667,"16/12/14 0:00:00","0013",6,"Z-2345-BJ","CL / MIGUEL SERVET 177                                      ","50002","CL / CONDE ARANDA 22-24                                                     ","50003",9,102.2800
668,"16/12/14 0:00:00","0079",6,"Z-2345-BJ","CL / SAN JUAN DE LA CRUZ 22                                                 ","50006","CL / ROSALIA DE CASTRO 19 LOCAL                                             ","50015",3,61.3600
669,"16/12/14 0:00:00","0033",7,"Z-2675-BF","CL / MENDEZ NUÑEZ,  15                                      ","50002","CL / INDEPENCENCIA 10                                                       ","50004",4,5.1700
670,"16/12/14 0:00:00","0005",7,"Z-2675-BF","CL / DOCTOR HORNO, 26                                                       ","50015","CL / ANTONIO FLETA 4                                                        ","50010",4,5.4400
671,"16/12/14 0:00:00","0009",7,"Z-2675-BF","CL / RIO GUADALOPE 11                                                       ","50003","CL / DOCTOR HORNO 26                                                        ","50004",10,5.0800
672,"16/12/14 0:00:00","0001",7,"Z-2675-BF","CL / MANUEL LACRUZ, 2                                                       ","50015","CL / BELGICA 5-7                                            ","50070",3,5.3000
673,"16/12/14 0:00:00","0014",8,"Z-2676-BF","CL / AVENIDA NAVARRA 63                                                     ","50010","CL / DOCTOR IRANZO 84                                       ","50002",10,5.4300
674,"16/12/14 0:00:00","0079",8,"Z-2676-BF","CL / LEOPOLDO ROMERO  8                                                     ","50002","CL / CAMINO DEL VADO,  84                                                   ","50014",4,5.2000
675,"16/12/14 0:00:00","0011",8,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / MARQUES DE LA CADENA  55                                               ","50014",2,5.1700
676,"16/12/14 0:00:00","0011",8,"Z-2676-BF","CL / MENDEZ NUÑEZ,  15                                                      ","50002","CL / RODRIGO REBOLLEDO 40                                                   ","50002",3,5.2700
677,"16/12/14 0:00:00","0066",9,"Z-4678-BF","AV / DUQUESA VILLAHERMOSA  139 LOCAL                                        ","50009","CL / PROCION 16                                             ","50012",4,44.5800
678,"16/12/14 0:00:00","0022",1,"Z-8113-BK","CL / RIO GUADALOPE 11                                                       ","50003","CL / UNCETA 48                                                              ","50010",3,16.3000
679,"16/12/14 0:00:00","0067",1,"Z-8113-BK","CL / VALLADOLID 2-4                                                         ","50007","CL / MIGUEL SERVET 177                                      ","50002",5,42.1800
680,"16/12/14 0:00:00","0058",2,"Z-8114-BK","CL / CAMINO VALIMAÑA 232                                                    ","50014","CL / VIA IBERICA 69-77 69-77                                ","50012",9,165.8300
681,"17/12/14 0:00:00","0023",6,"3851-CBT","CL / MIGUEL SERVET, 177                                                     ","50013","CL / UNCETA 6                                                               ","50010",3,101.0200
682,"17/12/14 0:00:00","0022",7,"8745-CBF","CL / ITALIA 58                                                              ","50010","CL / RODRIGO REBOLLEDO 40                                   ","50002",6,53.8100
683,"17/12/14 0:00:00","0056",7,"8745-CBF","CL / JUAN PABLO BONET 6                                     ","50002","CL / AVD. MADRID 283                                                        ","50010",8,139.2800
684,"17/12/14 0:00:00","0014",7,"8745-CBF","CL / DON JAIME 34 1 DR                                                      ","50001","CL / DOCTOR IRANZO 84                                       ","50002",6,222.9200
685,"17/12/14 0:00:00","0013",8,"Z-2345-BJ","CL / TOMAS HIGUERA,  8                                                      ","50013","CL / PEDRO II EL CATOLICO 2                                                 ","50002",1,10.9100
686,"17/12/14 0:00:00","0051",8,"Z-2345-BJ","PZA/ DE LAS TENERIAS  6                                     ","50002","CL / BELCHITE,  37                                                          ","50013",6,150.3700
687,"17/12/14 0:00:00","0075",9,"Z-2675-BF","CL / MONASTERIO DE PIEDRA 1                                 ","50011","CL / MARIANO ADAM 8                                                         ","50015",1,5.0400
688,"17/12/14 0:00:00","0029",9,"Z-2675-BF","PA / Mª AGUSTIN,  73                                                        ","50003","CL / DOCTOR GRACIA BURDIEL  1                               ","50002",10,5.4000
689,"17/12/14 0:00:00","0007",9,"Z-2675-BF","CL / DOCTOR HORNO 31                                                        ","50004","CL / CAMINO LOS MOLINOS 155                                                 ","50015",8,5.5400
690,"17/12/14 0:00:00","0001",9,"Z-2675-BF","CL / BELGICA 5-7                                            ","50070","CL / AVENIDA AMERICA,  9                                                    ","50007",9,5.7100
691,"17/12/14 0:00:00","0086",1,"Z-2676-BF","CL / PLAZA DEL PILAR 7                                      ","50003","CL / JULIANA LARENA 3                                                       ","50014",1,5.1200
692,"17/12/14 0:00:00","0062",1,"Z-2676-BF","CL / ARGUALAS 18                                            ","50012","CL / MOSEN JOSE MARTINEZ 18                                                 ","50011",4,5.5900
693,"17/12/14 0:00:00","0081",2,"Z-4678-BF","CL / CESAR AUGUSTO 42                                                       ","50004","CL / ARZOBISPO APAOLAZA 33-35                                               ","50009",5,84.4300
694,"17/12/14 0:00:00","0048",3,"Z-8113-BK","CL / PASEO SAGASTA 55                                                       ","50007","CL / TURCO 14                                               ","50002",4,61.3700
695,"17/12/14 0:00:00","0069",4,"Z-8114-BK","CL / ARGUALAS  12                                           ","50012","CL / FITA 22                                                                ","50005",9,57.7600
696,"17/12/14 0:00:00","0018",4,"Z-8114-BK","CL / LEOPOLDO ROMEO 10                                      ","50002","CL / AVENIDA NAVARRA  28                                                    ","50010",9,112.0200
697,"18/12/14 0:00:00","0003",8,"3851-CBT","CL / MIGUEL SERVET 177                                      ","50002","CL / UNCETA 12-14                                                           ","50010",3,43.0100
698,"18/12/14 0:00:00","0086",8,"3851-CBT","CL / PLAZA DEL PILAR 7                                      ","50003","CL / CASPE  9                                                               ","50010",6,128.1300
699,"18/12/14 0:00:00","0066",9,"8745-CBF","CL / ARZOBISPO DOMENECH 23                                                  ","50006","CL / ARZOBISPO APAOLAZA 33-35                                               ","50009",5,226.2200
700,"18/12/14 0:00:00","0048",1,"Z-2345-BJ","CL / TURCO 14                                               ","50002","PI / MALPICA CALLE E PARCELA 9-10 N-13 14                                   ","50016",1,23.1500
701,"18/12/14 0:00:00","0002",2,"Z-2675-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / ESCULTOR PALAO 3                                                       ","50010",7,5.3400
702,"18/12/14 0:00:00","0063",2,"Z-2675-BF","CL / MIGUEL SERVET 177                                                      ","50002","CL / VIA HISPANIDAD 61 7 4º A                               ","50012",5,5.4600
703,"18/12/14 0:00:00","0007",2,"Z-2675-BF","CL / MIGUEL SERVET 93-95                                    ","50002","CL / SAN CLEMENTE 6  6º DCHA                                                ","50001",8,5.8900
704,"18/12/14 0:00:00","0036",3,"Z-2676-BF","CL / MONREAL,  27                                           ","50002","CL / SAN ROQUE  33                                                          ","50010",1,5.0700
705,"18/12/14 0:00:00","0062",3,"Z-2676-BF","CL / MIGUEL LABORDETA 47                                                    ","50010","CL / ARGUALAS 18                                            ","50012",1,5.0300
706,"18/12/14 0:00:00","0085",3,"Z-2676-BF","CL / MOSEN JOSE MARTINEZ 18                                 ","50011","CL / CESARIO ALIERTA 16                                                     ","50008",1,5.0800
707,"18/12/14 0:00:00","0013",3,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","AV / SAN JUAN BOSCO 15                                                      ","50009",10,5.5100
708,"18/12/14 0:00:00","0004",4,"Z-4678-BF","CL / JARDINES DE LISBOA 1                                                   ","50003","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002",7,45.8600
709,"18/12/14 0:00:00","0029",4,"Z-4678-BF","CL / LOPEZ DE LUNA,  37                                                     ","50010","CL / PAMPLONA ESCUDERO 37  1 D                                              ","50005",1,14.0900
